Epoch:0   Accuracy:25.32
Epoch:1   Accuracy:28.18
Epoch:2   Accuracy:29.33
Epoch:3   Accuracy:25.59
Epoch:4   Accuracy:35.43
Epoch:5   Accuracy:34.21
Epoch:6   Accuracy:34.92
Epoch:7   Accuracy:36.86
Epoch:8   Accuracy:37.38
Epoch:9   Accuracy:37.94
Epoch:10   Accuracy:41.55
Epoch:11   Accuracy:40.85
Epoch:12   Accuracy:42.91
Epoch:13   Accuracy:42.74
Epoch:14   Accuracy:42.25
Epoch:15   Accuracy:42.74
Epoch:16   Accuracy:42.31
Epoch:17   Accuracy:43.75
Epoch:18   Accuracy:40.16
Epoch:19   Accuracy:43.47
Epoch:20   Accuracy:44.83
Epoch:21   Accuracy:41.90
Epoch:22   Accuracy:42.15
Epoch:23   Accuracy:43.98
Epoch:24   Accuracy:42.34
Epoch:25   Accuracy:41.79
Epoch:26   Accuracy:43.09
Epoch:27   Accuracy:42.70
Epoch:28   Accuracy:42.38
Epoch:29   Accuracy:42.45
Epoch:30   Accuracy:42.04
Epoch:31   Accuracy:42.92
Epoch:32   Accuracy:42.48
Epoch:33   Accuracy:45.16
Epoch:34   Accuracy:46.40
Epoch:35   Accuracy:41.01
Epoch:36   Accuracy:44.90
Epoch:37   Accuracy:41.45
Epoch:38   Accuracy:45.37
Epoch:39   Accuracy:46.74
Epoch:40   Accuracy:39.26
Epoch:41   Accuracy:43.84
Epoch:42   Accuracy:45.57
Epoch:43   Accuracy:47.25
Epoch:44   Accuracy:48.07
Epoch:45   Accuracy:36.81
Epoch:46   Accuracy:40.00
Epoch:47   Accuracy:34.10
Epoch:48   Accuracy:33.61
Epoch:49   Accuracy:36.70
Epoch:50   Accuracy:34.79
Epoch:51   Accuracy:35.24
Epoch:52   Accuracy:37.14
Epoch:53   Accuracy:35.72
Epoch:54   Accuracy:38.96
Epoch:55   Accuracy:38.16
Epoch:56   Accuracy:39.13
Epoch:57   Accuracy:38.97
Epoch:58   Accuracy:41.74
Epoch:59   Accuracy:40.26
Epoch:60   Accuracy:41.77
Epoch:61   Accuracy:42.64
Epoch:62   Accuracy:40.93
Epoch:63   Accuracy:43.49
Epoch:64   Accuracy:43.26
Epoch:65   Accuracy:43.24
Epoch:66   Accuracy:44.31
Epoch:67   Accuracy:43.99
Epoch:68   Accuracy:44.09
Epoch:69   Accuracy:45.58
Epoch:70   Accuracy:44.86
Epoch:71   Accuracy:45.95
Epoch:72   Accuracy:46.88
Epoch:73   Accuracy:46.24
Epoch:74   Accuracy:48.01
Epoch:75   Accuracy:45.12
Epoch:76   Accuracy:46.19
Epoch:77   Accuracy:46.26
Epoch:78   Accuracy:48.37
Epoch:79   Accuracy:46.50
Epoch:80   Accuracy:46.78
Epoch:81   Accuracy:46.60
Epoch:82   Accuracy:47.71
Epoch:83   Accuracy:47.56
Epoch:84   Accuracy:46.27
Epoch:85   Accuracy:47.25
Epoch:86   Accuracy:46.54
Epoch:87   Accuracy:47.87
Epoch:88   Accuracy:47.25
Epoch:89   Accuracy:46.20
Epoch:90   Accuracy:47.80
Epoch:91   Accuracy:46.89
Epoch:92   Accuracy:47.42
Epoch:93   Accuracy:46.27
Epoch:94   Accuracy:47.33
Epoch:95   Accuracy:46.90
Epoch:96   Accuracy:47.22
Epoch:97   Accuracy:46.11
Epoch:98   Accuracy:47.30
Epoch:99   Accuracy:46.96
Epoch:100   Accuracy:47.77
