Epoch:0   Accuracy:37.01
Epoch:1   Accuracy:36.20
Epoch:2   Accuracy:42.02
Epoch:3   Accuracy:41.16
Epoch:4   Accuracy:38.62
Epoch:5   Accuracy:38.03
Epoch:6   Accuracy:28.26
Epoch:7   Accuracy:28.00
Epoch:8   Accuracy:24.35
Epoch:9   Accuracy:23.89
Epoch:10   Accuracy:33.92
Epoch:11   Accuracy:35.02
Epoch:12   Accuracy:36.56
Epoch:13   Accuracy:35.61
Epoch:14   Accuracy:35.87
Epoch:15   Accuracy:34.60
Epoch:16   Accuracy:34.36
Epoch:17   Accuracy:34.49
Epoch:18   Accuracy:35.98
Epoch:19   Accuracy:36.11
Epoch:20   Accuracy:36.50
Epoch:21   Accuracy:35.96
Epoch:22   Accuracy:36.41
Epoch:23   Accuracy:34.58
Epoch:24   Accuracy:34.85
Epoch:25   Accuracy:36.69
Epoch:26   Accuracy:35.75
Epoch:27   Accuracy:36.96
Epoch:28   Accuracy:37.22
Epoch:29   Accuracy:36.39
Epoch:30   Accuracy:36.77
Epoch:31   Accuracy:36.25
Epoch:32   Accuracy:37.28
Epoch:33   Accuracy:35.85
Epoch:34   Accuracy:35.41
Epoch:35   Accuracy:36.11
Epoch:36   Accuracy:37.04
Epoch:37   Accuracy:35.78
Epoch:38   Accuracy:37.23
Epoch:39   Accuracy:36.35
Epoch:40   Accuracy:37.00
Epoch:41   Accuracy:35.51
Epoch:42   Accuracy:36.96
Epoch:43   Accuracy:35.47
Epoch:44   Accuracy:36.45
Epoch:45   Accuracy:35.32
Epoch:46   Accuracy:35.08
Epoch:47   Accuracy:34.93
Epoch:48   Accuracy:35.54
Epoch:49   Accuracy:36.68
Epoch:50   Accuracy:34.82
Epoch:51   Accuracy:34.96
Epoch:52   Accuracy:35.55
Epoch:53   Accuracy:35.81
Epoch:54   Accuracy:36.83
Epoch:55   Accuracy:37.00
Epoch:56   Accuracy:36.73
Epoch:57   Accuracy:36.02
Epoch:58   Accuracy:35.36
Epoch:59   Accuracy:36.46
Epoch:60   Accuracy:36.11
Epoch:61   Accuracy:34.77
Epoch:62   Accuracy:35.76
Epoch:63   Accuracy:36.10
Epoch:64   Accuracy:36.73
Epoch:65   Accuracy:35.17
Epoch:66   Accuracy:34.85
Epoch:67   Accuracy:36.30
Epoch:68   Accuracy:35.08
Epoch:69   Accuracy:35.66
Epoch:70   Accuracy:35.43
Epoch:71   Accuracy:35.22
Epoch:72   Accuracy:34.49
Epoch:73   Accuracy:35.89
Epoch:74   Accuracy:35.35
Epoch:75   Accuracy:34.47
Epoch:76   Accuracy:34.87
Epoch:77   Accuracy:34.97
Epoch:78   Accuracy:33.70
Epoch:79   Accuracy:35.48
Epoch:80   Accuracy:35.23
Epoch:81   Accuracy:33.57
Epoch:82   Accuracy:34.83
Epoch:83   Accuracy:35.66
Epoch:84   Accuracy:34.56
Epoch:85   Accuracy:35.74
Epoch:86   Accuracy:34.92
Epoch:87   Accuracy:35.22
Epoch:88   Accuracy:34.70
Epoch:89   Accuracy:34.85
Epoch:90   Accuracy:34.67
Epoch:91   Accuracy:36.16
Epoch:92   Accuracy:35.13
Epoch:93   Accuracy:34.57
Epoch:94   Accuracy:34.60
Epoch:95   Accuracy:35.98
Epoch:96   Accuracy:35.37
Epoch:97   Accuracy:35.05
Epoch:98   Accuracy:36.66
Epoch:99   Accuracy:35.11
Epoch:100   Accuracy:34.26
