Epoch:0   Accuracy:25.60
Epoch:1   Accuracy:30.17
Epoch:2   Accuracy:29.52
Epoch:3   Accuracy:28.40
Epoch:4   Accuracy:36.01
Epoch:5   Accuracy:34.58
Epoch:6   Accuracy:34.82
Epoch:7   Accuracy:36.65
Epoch:8   Accuracy:38.25
Epoch:9   Accuracy:38.55
Epoch:10   Accuracy:40.47
Epoch:11   Accuracy:41.76
Epoch:12   Accuracy:40.49
Epoch:13   Accuracy:40.95
Epoch:14   Accuracy:40.53
Epoch:15   Accuracy:44.19
Epoch:16   Accuracy:41.70
Epoch:17   Accuracy:43.08
Epoch:18   Accuracy:43.13
Epoch:19   Accuracy:42.71
Epoch:20   Accuracy:40.94
Epoch:21   Accuracy:40.86
Epoch:22   Accuracy:43.22
Epoch:23   Accuracy:42.79
Epoch:24   Accuracy:42.10
Epoch:25   Accuracy:42.29
Epoch:26   Accuracy:42.91
Epoch:27   Accuracy:44.51
Epoch:28   Accuracy:43.54
Epoch:29   Accuracy:43.85
Epoch:30   Accuracy:44.30
Epoch:31   Accuracy:42.73
Epoch:32   Accuracy:42.06
Epoch:33   Accuracy:40.78
Epoch:34   Accuracy:44.00
Epoch:35   Accuracy:42.52
Epoch:36   Accuracy:39.34
Epoch:37   Accuracy:38.26
Epoch:38   Accuracy:40.07
Epoch:39   Accuracy:44.20
Epoch:40   Accuracy:42.73
Epoch:41   Accuracy:43.94
Epoch:42   Accuracy:45.38
Epoch:43   Accuracy:44.78
Epoch:44   Accuracy:44.01
Epoch:45   Accuracy:46.01
Epoch:46   Accuracy:44.91
Epoch:47   Accuracy:46.33
Epoch:48   Accuracy:44.83
Epoch:49   Accuracy:43.32
Epoch:50   Accuracy:45.50
Epoch:51   Accuracy:46.88
Epoch:52   Accuracy:48.48
Epoch:53   Accuracy:46.56
Epoch:54   Accuracy:45.19
Epoch:55   Accuracy:47.48
Epoch:56   Accuracy:46.98
Epoch:57   Accuracy:46.41
Epoch:58   Accuracy:47.65
Epoch:59   Accuracy:47.74
Epoch:60   Accuracy:48.47
Epoch:61   Accuracy:48.16
Epoch:62   Accuracy:47.83
Epoch:63   Accuracy:50.10
Epoch:64   Accuracy:50.02
Epoch:65   Accuracy:48.43
Epoch:66   Accuracy:48.55
Epoch:67   Accuracy:49.41
Epoch:68   Accuracy:50.74
Epoch:69   Accuracy:48.95
Epoch:70   Accuracy:50.68
Epoch:71   Accuracy:51.61
Epoch:72   Accuracy:48.38
Epoch:73   Accuracy:51.05
Epoch:74   Accuracy:50.98
Epoch:75   Accuracy:49.47
Epoch:76   Accuracy:50.41
Epoch:77   Accuracy:49.51
Epoch:78   Accuracy:48.84
Epoch:79   Accuracy:48.77
Epoch:80   Accuracy:49.41
Epoch:81   Accuracy:50.01
Epoch:82   Accuracy:49.15
Epoch:83   Accuracy:49.86
Epoch:84   Accuracy:49.43
Epoch:85   Accuracy:48.67
Epoch:86   Accuracy:49.14
Epoch:87   Accuracy:48.61
Epoch:88   Accuracy:49.67
Epoch:89   Accuracy:50.99
Epoch:90   Accuracy:49.74
Epoch:91   Accuracy:51.23
Epoch:92   Accuracy:52.52
Epoch:93   Accuracy:53.93
Epoch:94   Accuracy:55.28
Epoch:95   Accuracy:54.79
Epoch:96   Accuracy:55.86
Epoch:97   Accuracy:55.69
Epoch:98   Accuracy:56.19
Epoch:99   Accuracy:56.54
Epoch:100   Accuracy:57.30
