Epoch:0   Accuracy:57.67
Epoch:1   Accuracy:66.64
Epoch:2   Accuracy:72.23
Epoch:3   Accuracy:77.72
Epoch:4   Accuracy:76.92
Epoch:5   Accuracy:78.71
Epoch:6   Accuracy:81.35
Epoch:7   Accuracy:81.67
Epoch:8   Accuracy:84.77
Epoch:9   Accuracy:85.01
Epoch:10   Accuracy:84.67
Epoch:11   Accuracy:84.89
Epoch:12   Accuracy:83.35
Epoch:13   Accuracy:84.91
Epoch:14   Accuracy:84.62
Epoch:15   Accuracy:84.65
Epoch:16   Accuracy:85.17
Epoch:17   Accuracy:85.53
Epoch:18   Accuracy:86.55
Epoch:19   Accuracy:86.51
Epoch:20   Accuracy:87.34
Epoch:21   Accuracy:86.95
Epoch:22   Accuracy:88.07
Epoch:23   Accuracy:87.61
Epoch:24   Accuracy:88.29
Epoch:25   Accuracy:88.25
Epoch:26   Accuracy:87.69
Epoch:27   Accuracy:87.98
Epoch:28   Accuracy:88.32
Epoch:29   Accuracy:87.75
Epoch:30   Accuracy:88.37
Epoch:31   Accuracy:89.37
Epoch:32   Accuracy:88.72
Epoch:33   Accuracy:88.15
Epoch:34   Accuracy:86.94
Epoch:35   Accuracy:89.11
Epoch:36   Accuracy:88.66
Epoch:37   Accuracy:89.07
Epoch:38   Accuracy:88.71
Epoch:39   Accuracy:89.46
Epoch:40   Accuracy:89.71
Epoch:41   Accuracy:88.56
Epoch:42   Accuracy:88.76
Epoch:43   Accuracy:89.46
Epoch:44   Accuracy:89.71
Epoch:45   Accuracy:89.30
Epoch:46   Accuracy:88.90
Epoch:47   Accuracy:89.13
Epoch:48   Accuracy:89.15
Epoch:49   Accuracy:89.53
Epoch:50   Accuracy:89.66
Epoch:51   Accuracy:90.19
Epoch:52   Accuracy:89.68
Epoch:53   Accuracy:89.08
Epoch:54   Accuracy:89.09
Epoch:55   Accuracy:90.12
Epoch:56   Accuracy:89.77
Epoch:57   Accuracy:90.24
Epoch:58   Accuracy:89.85
Epoch:59   Accuracy:89.54
Epoch:60   Accuracy:89.79
Epoch:61   Accuracy:90.01
Epoch:62   Accuracy:89.93
Epoch:63   Accuracy:89.38
Epoch:64   Accuracy:90.07
Epoch:65   Accuracy:89.74
Epoch:66   Accuracy:89.69
Epoch:67   Accuracy:90.07
Epoch:68   Accuracy:90.34
Epoch:69   Accuracy:89.22
Epoch:70   Accuracy:89.96
Epoch:71   Accuracy:89.89
Epoch:72   Accuracy:89.88
Epoch:73   Accuracy:89.40
Epoch:74   Accuracy:90.26
Epoch:75   Accuracy:89.61
Epoch:76   Accuracy:89.56
Epoch:77   Accuracy:89.90
Epoch:78   Accuracy:89.70
Epoch:79   Accuracy:90.39
Epoch:80   Accuracy:89.55
Epoch:81   Accuracy:90.55
Epoch:82   Accuracy:89.66
Epoch:83   Accuracy:89.89
Epoch:84   Accuracy:88.87
Epoch:85   Accuracy:89.39
Epoch:86   Accuracy:89.29
Epoch:87   Accuracy:89.65
Epoch:88   Accuracy:90.02
Epoch:89   Accuracy:90.01
Epoch:90   Accuracy:90.63
Epoch:91   Accuracy:90.31
Epoch:92   Accuracy:89.82
Epoch:93   Accuracy:90.60
Epoch:94   Accuracy:89.80
Epoch:95   Accuracy:90.01
Epoch:96   Accuracy:90.04
Epoch:97   Accuracy:89.94
Epoch:98   Accuracy:90.12
Epoch:99   Accuracy:89.89
Epoch:100   Accuracy:89.80
