Epoch:0   Accuracy:48.51
Epoch:1   Accuracy:56.72
Epoch:2   Accuracy:61.78
Epoch:3   Accuracy:64.42
Epoch:4   Accuracy:69.35
Epoch:5   Accuracy:71.79
Epoch:6   Accuracy:73.86
Epoch:7   Accuracy:74.87
Epoch:8   Accuracy:76.05
Epoch:9   Accuracy:77.51
Epoch:10   Accuracy:70.22
Epoch:11   Accuracy:69.07
Epoch:12   Accuracy:69.49
Epoch:13   Accuracy:71.83
Epoch:14   Accuracy:70.80
Epoch:15   Accuracy:70.34
Epoch:16   Accuracy:71.17
Epoch:17   Accuracy:71.97
Epoch:18   Accuracy:69.25
Epoch:19   Accuracy:69.60
Epoch:20   Accuracy:71.37
Epoch:21   Accuracy:70.87
Epoch:22   Accuracy:70.80
Epoch:23   Accuracy:70.94
Epoch:24   Accuracy:67.09
Epoch:25   Accuracy:63.39
Epoch:26   Accuracy:62.48
Epoch:27   Accuracy:64.33
Epoch:28   Accuracy:66.10
Epoch:29   Accuracy:65.41
Epoch:30   Accuracy:66.28
Epoch:31   Accuracy:65.32
Epoch:32   Accuracy:67.20
Epoch:33   Accuracy:64.97
Epoch:34   Accuracy:65.30
Epoch:35   Accuracy:65.60
Epoch:36   Accuracy:64.88
Epoch:37   Accuracy:64.18
Epoch:38   Accuracy:65.59
Epoch:39   Accuracy:64.48
Epoch:40   Accuracy:63.30
Epoch:41   Accuracy:63.80
Epoch:42   Accuracy:64.37
Epoch:43   Accuracy:63.02
Epoch:44   Accuracy:63.17
Epoch:45   Accuracy:64.10
Epoch:46   Accuracy:64.78
Epoch:47   Accuracy:65.48
Epoch:48   Accuracy:65.93
Epoch:49   Accuracy:64.62
Epoch:50   Accuracy:65.11
Epoch:51   Accuracy:63.88
Epoch:52   Accuracy:63.76
Epoch:53   Accuracy:60.38
Epoch:54   Accuracy:61.76
Epoch:55   Accuracy:60.59
Epoch:56   Accuracy:60.02
Epoch:57   Accuracy:60.21
Epoch:58   Accuracy:60.74
Epoch:59   Accuracy:59.81
Epoch:60   Accuracy:60.85
Epoch:61   Accuracy:62.27
Epoch:62   Accuracy:61.71
Epoch:63   Accuracy:60.38
Epoch:64   Accuracy:60.59
Epoch:65   Accuracy:59.81
Epoch:66   Accuracy:59.40
Epoch:67   Accuracy:58.26
Epoch:68   Accuracy:59.92
Epoch:69   Accuracy:59.05
Epoch:70   Accuracy:58.95
Epoch:71   Accuracy:56.23
Epoch:72   Accuracy:54.85
Epoch:73   Accuracy:55.99
Epoch:74   Accuracy:58.82
Epoch:75   Accuracy:59.08
Epoch:76   Accuracy:57.62
Epoch:77   Accuracy:56.70
Epoch:78   Accuracy:55.79
Epoch:79   Accuracy:55.96
Epoch:80   Accuracy:58.51
Epoch:81   Accuracy:58.92
Epoch:82   Accuracy:55.81
Epoch:83   Accuracy:55.79
Epoch:84   Accuracy:59.06
Epoch:85   Accuracy:57.90
Epoch:86   Accuracy:58.61
Epoch:87   Accuracy:56.96
Epoch:88   Accuracy:57.98
Epoch:89   Accuracy:57.31
Epoch:90   Accuracy:56.49
Epoch:91   Accuracy:58.10
Epoch:92   Accuracy:55.25
Epoch:93   Accuracy:52.69
Epoch:94   Accuracy:58.27
Epoch:95   Accuracy:55.02
Epoch:96   Accuracy:54.16
Epoch:97   Accuracy:55.91
Epoch:98   Accuracy:58.49
Epoch:99   Accuracy:58.42
Epoch:100   Accuracy:59.30
